"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1844215082214949127","Thu Oct 10 10:05:09 +0000 2024","0","@tanyakanrl Umur 20 tahun udh ngebet aja pengen dseriusin Emg g pngen nyobain kerja brngkat pagi pulang malem? G pngen nyobain habis kerja foya2/habis gajian ngasih org tua? g pngen ngrasain berngkat maen 2 hari baru pulang? ga pengen ini itu dan yg lain2.. Payahh sempit sekali pikiranmu..","1844318244452344205","","tanyakanrl","in","DKI Jakarta, Indonesia","0","0","0","https://x.com/Akd50512689/status/1844318244452344205","1123282525437042689","Akd50512689"
"1844317092755251385","Thu Oct 10 10:00:35 +0000 2024","0","pulang kerja before 5pm seru jg so i can walk from gondangdia to kos bjir seru","1844317092755251385","","","in","","0","1","0","https://x.com/gdsszzss/status/1844317092755251385","866427594085773314","gdsszzss"
"1844317041106588038","Thu Oct 10 10:00:23 +0000 2024","0","gatau kenapa tapi aku enggak nder aku pulang dr madya hampir jam 1 malem padahal masih keadaan basah trs paginya pulang jogja Sampe rumah malah pringas pringis besoknya udh kerja lagi lho yaAllah kangennya","1844317041106588038","","","in","00","1","0","0","https://x.com/dokiyeomsvt/status/1844317041106588038","1515807855789883393","dokiyeomsvt"
"1844316826483950007","Thu Oct 10 09:59:31 +0000 2024","1","Pulang kerja saatnya cek promo 10.10 ","1844316826483950007","","","in","Ujung Pandang-an matamuu","0","0","0","https://x.com/niceboi__/status/1844316826483950007","2955064736","niceboi__"
"1844315703186522285","Thu Oct 10 09:55:04 +0000 2024","0","hari ini pulang kerja bersih lalu keramas lalu makan malam","1844315703186522285","","","in","Indonesia","0","0","0","https://x.com/nandasyaa/status/1844315703186522285","3920922498","nandasyaa"
"1844315342836990113","Thu Oct 10 09:53:38 +0000 2024","0","Pulang kerja nongki dulu bentar ehehe~ o(&gt;ω&lt;)o https://t.co/OuIMVRl2lW","1844315342836990113","https://pbs.twimg.com/media/GZhTBfVaAAMVMPC.jpg","","in","Kota Surabaya, Jawa Timur","1","2","0","https://x.com/Yuuki_da_13/status/1844315342836990113","1760297072786644992","Yuuki_da_13"
"1844315296175358380","Thu Oct 10 09:53:26 +0000 2024","0","Bahagiaku makin ke sini makin simple contoh e tadi pulang kerja papasan sama bapak dan anaknya yang masih kecil lagi jogging bareng. Aku langsung reflek plengeh ama ngmg awww gemoyyy.. ","1844315296175358380","","","in","Indonesia","0","0","0","https://x.com/esterarlin_/status/1844315296175358380","1497120027182776328","esterarlin_"
"1844315130030588069","Thu Oct 10 09:52:47 +0000 2024","0","guys.. menurut kalian tanaman apa yg pemeliharaannya gampang dan gak banyak uletnya? tiba tiba kepikiran pengin bikin kebun di belakang rumah membayangkan pulang kerja langsung berkebun nyiramin tanaman wkwkwkkk","1844315130030588069","","","in","","0","3","0","https://x.com/pearlljr/status/1844315130030588069","1259233548826865664","pearlljr"
"1844314907480936689","Thu Oct 10 09:51:54 +0000 2024","0","ngeliatin rang orang lalu lalang pulang kerja sambil makan siomay. best.","1844314907480936689","","","in","earth","0","0","0","https://x.com/frunhsnh/status/1844314907480936689","1086584131809533952","frunhsnh"
"1844314626110128360","Thu Oct 10 09:50:47 +0000 2024","3","pulang kerja sengaja ngadem lewat sawah sawah biar kepalanya juga ikut adem","1844314626110128360","","","in","Bajo, Indonesia","0","4","0","https://x.com/elmoniloo/status/1844314626110128360","1043385132491583488","elmoniloo"
"1844288264087404947","Thu Oct 10 09:50:44 +0000 2024","0","@tanyarlfes Temen kosanku dulu selama kuliah kupu2 kuliah pulang trus daftar pns keterima sehari2 cm baca buku sama belajar orangnya juga taat pas kerja di kementerian ketemu jodoh lsg diajak nikah. Skrg anaknya 1 udh toddler. Jadi hubungkan harapanmu dengan keimananmu sama Allah.","1844314615825768691","","tanyarlfes","in","Jakarta Capital Region","0","0","0","https://x.com/jusbibkik/status/1844314615825768691","163420507","jusbibkik"
"1844310126582431939","Thu Oct 10 09:32:55 +0000 2024","0","Gk biasanya suami kayak gini. Kalaupun main jg pasti ngajak aku. Khawatir banget takut dia kenapa2 Dan ujungnya dia pulang sambil bawa uang Dapat uang ... Dapat uang. Nih tak kasih merah2 TERNYATA DIA ADA PANGGILAN KERJA SAMPINGAN","1844310128893542731","","KudanielD","in","","0","0","0","https://x.com/KudanielD/status/1844310128893542731","1566035838999285760","KudanielD"
"1844310054947913781","Thu Oct 10 09:32:37 +0000 2024","0","mata ngantuk antara mo nobar atau mabar ntr pulang kerja","1844310054947913781","","","in","Pontianak","0","0","0","https://x.com/clldini/status/1844310054947913781","1622985129231806464","clldini"
"1844303464630976658","Thu Oct 10 09:29:41 +0000 2024","0","@kipintheo ini aku perjuangan hampir jatoh karena lari pas baru pulang kerja demi berdiri deket wifi kak kipin dapat enggaaa?","1844309316884697095","","kipintheo","in","","0","1","0","https://x.com/hirono__o/status/1844309316884697095","3236119350","hirono__o"
"1844308934842335497","Thu Oct 10 09:28:10 +0000 2024","0","Sek tak pulang kerja dulu sayang nti sampe rumah pake hpnya wong2 https://t.co/uiuuH3VTLA","1844308934842335497","https://pbs.twimg.com/media/GZhNMyoaAAY4StQ.jpg","","in","","0","0","0","https://x.com/zzbjkeyy/status/1844308934842335497","1099651603701747712","zzbjkeyy"
"1844308480976617907","Thu Oct 10 09:26:22 +0000 2024","0","Kangen ngekos dimenteng. Just for the sake of sejengkal ke kokas kangen jajan hokkaido cheese tart koi wingstop beard papas semuamuanya pas pulang kerja","1844308480976617907","","","in","","0","0","0","https://x.com/aeunyc/status/1844308480976617907","1566426570691993603","aeunyc"
"1844300496980561921","Thu Oct 10 09:25:31 +0000 2024","1","@JoeTirtoDiputro Pas kecil dulu Alm Bapak saya kalau pulang kerja dr lokasi di dalam hutan suka bawa daging rusa beli sama pemburu Om. Sama Ibu dibumbui bawang putih abis tu digoreng. Enak","1844308268124078383","","JoeTirtoDiputro","in","South Sumatra, Indonesia","0","0","0","https://x.com/Pay_Moto/status/1844308268124078383","1436958471241437189","Pay_Moto"
"1844307758268678363","Thu Oct 10 09:23:29 +0000 2024","0","Capek bgt kerja di tanggal kembar dan pulang masih harus beres-beres menyapu masak dan nyuci kapan yah aku leha leha? #Pukpuk","1844307758268678363","","","in","beware : pacar galak ","0","1","0","https://x.com/killerqyin/status/1844307758268678363","1697096706385711104","killerqyin"
"1844292552255852918","Thu Oct 10 09:22:45 +0000 2024","0","@kliyanzaa Siap siap pulang kerja","1844307572716867857","","kliyanzaa","in","Jakarta Selatan, DKI Jakarta","0","0","0","https://x.com/Suls51/status/1844307572716867857","1826040733012471809","Suls51"
"1844307466768744955","Thu Oct 10 09:22:20 +0000 2024","1","Pacarku habis pulang kerja kok hilang ya. Siapa yang nyulikk ih https://t.co/eY2uQGGJ3O","1844307466768744955","https://pbs.twimg.com/media/GZhL3YwaAAMI-P8.jpg","","in","Imagi-nation","1","0","0","https://x.com/dailylilpupp/status/1844307466768744955","1832416281641021440","dailylilpupp"
"1844296868114702441","Thu Oct 10 09:20:33 +0000 2024","0","@munvess Tmi aku belum pulang kerja","1844307018980655291","","munvess","in","tsabita. ","0","0","0","https://x.com/mo_ongazed/status/1844307018980655291","1418525358182203392","mo_ongazed"
"1844306993554784585","Thu Oct 10 09:20:27 +0000 2024","0","seneng bgt hari ini pulang kerja liat bapak sama ibu heboh ngasih tau kalo udah packing udah beres2 segala macem terus setrikain baju2ku juga huhu padahal cuma tak ajak ke jogja sehat selalu ya kalian janji tak ajak jalan2 terussss semoga rejekiku lancar jayaaa","1844306993554784585","","","in","15.00 - 23.00 ","0","0","0","https://x.com/gyununaaa/status/1844306993554784585","1470388531298115590","gyununaaa"
"1844306800746823869","Thu Oct 10 09:19:41 +0000 2024","0","Sore ini di jam pulang kerja Ada 3 orang yg duduk di kursi indomaret Semua termenung menatap jalan raya yang ramai lalu lalang ","1844306800746823869","","","in","Indonesia","0","0","0","https://x.com/kdyahsafitri/status/1844306800746823869","978422835885453313","kdyahsafitri"
"1844306352455446985","Thu Oct 10 09:17:54 +0000 2024","0","Cyri bener2 jadi anak bapak skrg. Pulang kerja yg dicariin bapaknya bukan aku ","1844306352455446985","","","in","Konoha","0","0","0","https://x.com/Aneet29/status/1844306352455446985","464489035","Aneet29"
"1844303464630976658","Thu Oct 10 09:17:26 +0000 2024","0","@strawberyns AKU PULANG KERJA LANGSUNG LARI KE SAMPING ROUTER WIFI WKWKWKWK ","1844306234293543263","","strawberyns","in","","0","0","0","https://x.com/hirono__o/status/1844306234293543263","3236119350","hirono__o"
"1844305965644181835","Thu Oct 10 09:16:22 +0000 2024","0","Lagi2 temen se-apato sambat gaji yg didapat kecil Me like: wtf bro apa yg kamu harapkan? Udah untung dapet kerja di negara lain pula dan masih sambat gaji kecil? Pengen pulang terus nyari kerja? Sebelum brgkt aja udah sambat setahun nyari kerja ga dapet2 skrg sambat gaji","1844305965644181835","","","in","surabaya","0","0","0","https://x.com/febbykun/status/1844305965644181835","76689443","febbykun"
"1844305756478374316","Thu Oct 10 09:15:32 +0000 2024","0","abis putus ituuu kek apa yaaaa. capeeeeee pagi kerja sore pulang malem main sampe jam 11 sampe rumah beres² abis itu langsung tidur biar ga keinget + nangis","1844305756478374316","","","in","Denpasar, Bali","0","0","0","https://x.com/hazeeel791/status/1844305756478374316","1510353911278104576","hazeeel791"
"1844300955858465245","Thu Oct 10 09:13:50 +0000 2024","0","@astrologych @riddtles Ini lewat pas aku mau pulang kerja jadinya ikutan dukung Iki ngomelin kamu","1844305329586422179","","astrologych","in","hibernation","0","1","0","https://x.com/bentalarasa_/status/1844305329586422179","1789656689807134720","bentalarasa_"
"1844299715766255845","Thu Oct 10 08:51:32 +0000 2024","0","masa-masa gue nongkrong beneran udah abis pulang kerja jam 6 sampai kos jam 8 beres beres sampai jam 9 besoknya bangun jam 5 sampai kantor jam set 8. Gitu mulu tiap hari","1844299715766255845","","","in","Jakarta Selatan, DKI Jakarta","0","1","0","https://x.com/etherealivee/status/1844299715766255845","1513547439323901952","etherealivee"
"1844298143313297764","Thu Oct 10 08:48:29 +0000 2024","0","@zaferinos belum pulang kerja ini","1844298948502245865","","zaferinos","in","","0","0","0","https://x.com/iriwt/status/1844298948502245865","3076072531","iriwt"
"1844298921151169010","Thu Oct 10 08:48:22 +0000 2024","0","Kawan aku izin pulang kerja lebih cepet karena day1 mens sama atasannya dibilang hal semacam ini masak mengorbankan kerjaan itu kan alamiahnya perempuan... Satt bangsatt lambene kok yo ra toto pakkk","1844298921151169010","","","in","Lampung, Indonesia","0","2","0","https://x.com/NH_Amrina/status/1844298921151169010","318242604","NH_Amrina"
"1844298908815839540","Thu Oct 10 08:48:19 +0000 2024","0","Jam segini udah pulang kerja... sungguh nikmat dunya ‍↔️","1844298908815839540","","","in","","0","0","0","https://x.com/ocedainasy/status/1844298908815839540","1815998968461156352","ocedainasy"
"1844298794567073987","Thu Oct 10 08:47:52 +0000 2024","0","pulang kerja nangis hujan","1844298794567073987","","","in","Indonesia","0","0","0","https://x.com/xmoornz/status/1844298794567073987","1273255491586551811","xmoornz"
"1844237986311045568","Thu Oct 10 08:47:42 +0000 2024","0","@vanteciaa @Pearl13Sour @kaylevinz @04binraa @rettynurag @hyoojinee @happimi @Cik_Jiminie13 @feliciayay @soobinnara @YawnzznThv @tubatuluvvv @_cayxmllatte @nxuminghao @rrikimouse @beomiessky @dayinlif @soobin_dreamy @soobjinie21 @founxer @chewinggyuo @gyublistudio @luvviebin @Elgyuuury @CYJ1393 @deuxssi @ourbluespring_ @cutiebinnieluv @blubatu @rrinuniverse @soobsoopbin @bmgyusky_ @lielyaset @bgjkjwhk @pnizzy_ @13CBG @cyeonjuncute @choiendlessly @Glossyoonji @sky_glas @BeomieeeGyu12 @hueliokai @glamourbinie_ @heyimmagurl @YawnzzNoona31 @bambamii13 @ashii1808lalala @_Sinnwd @yyasxjk Eh... Aku ditag tp telat aku baru pulang kerja pas mw co habis btw thanks ka udh ditag ","1844298751139287187","","vanteciaa","in","Indonesia","0","1","0","https://x.com/DKyeoni/status/1844298751139287187","958163478056910848","DKyeoni"
"1844298716574097589","Thu Oct 10 08:47:34 +0000 2024","0","hujan hujanan pulang kerja terus pelanin motor bukannya pakai mantel tp tbtb nangis liat diri sendiri hehe","1844298716574097589","","","in","Indonesia","0","0","0","https://x.com/xmoornz/status/1844298716574097589","1273255491586551811","xmoornz"
"1844298612672692642","Thu Oct 10 08:47:09 +0000 2024","10","met sore semangat aktifitasnya semua udh pd pulang? yg F mari mutualan yuk sini baru pulang kerja ini ngobrol2 apa kek mudah2an nyambung clean dirty tergantung mood sp tau ntar jd teman/partner vurtual M2+ di rt pertama https://t.co/cMMeKW13xC","1844298612672692642","https://pbs.twimg.com/media/GZhD0FBaAAQ6Qu9.jpg","","in","since 2019","0","10","1","https://x.com/Basebiruofc/status/1844298612672692642","2894721990","Basebiruofc"
"1844298428635058206","Thu Oct 10 08:46:25 +0000 2024","0","Semoga gak kelabasan tidur sampe jam 5 ogah banget jd bahan ledekan selama seminggu karna tidur sampe jam pulang kerja","1844298428635058206","","","in","","0","0","0","https://x.com/imliant/status/1844298428635058206","1315479442538422273","imliant"
"1844298274402074975","Thu Oct 10 08:45:49 +0000 2024","0"," Ibu itulo capek pulang kerja ","1844298277208146003","","ningbexplore","in","","0","1","0","https://x.com/ningbexplore/status/1844298277208146003","1690659083882475520","ningbexplore"
"1844298197457567857","Thu Oct 10 08:45:30 +0000 2024","0","Relate sih sama Kaluna.. Liat rumah berantakan pas pulang kerja emang bikin sebel Makanya MinPin suka pesan Pinhome aja deh udah pasti bersih dan ga bikin stress https://t.co/fJN2wMZwRH https://t.co/VW7uzIRqs9","1844298197457567857","https://pbs.twimg.com/media/GZhC0GdaAAA2bYd.jpg","","in","Indonesia","0","0","0","https://x.com/pinhome_id/status/1844298197457567857","1752185469667045376","pinhome_id"
"1844288264087404947","Thu Oct 10 08:43:24 +0000 2024","0","@tanyarlfes ahaha itu yg aku pikirin selama jd anak rumahan dulu dan even skg kerja pun cuma brgkt kerja - pulang brgkt kerja - pulang jrg berinteraksi sama lawan jenis di rl (cuma sebatas kerjaan) weekend cuma ketemu temen sama beberes kost. gitu aja teros","1844297671760281960","","tanyarlfes","in","","0","0","0","https://x.com/cilgula/status/1844297671760281960","1075585277572182016","cilgula"
"1844297608497680819","Thu Oct 10 08:43:09 +0000 2024","1","Tidur sejam sebelum pulang kerja sabi kali ya","1844297608497680819","","","in","","0","0","0","https://x.com/imliant/status/1844297608497680819","1315479442538422273","imliant"
"1844297136491594154","Thu Oct 10 08:41:17 +0000 2024","0","Gue pulang mau istirahat bukan mau kerja lg monyet bunuh aja gue skrng anjing.","1844297136491594154","","","in","help me to survive.","0","0","0","https://x.com/feminisuck/status/1844297136491594154","1484117256498184193","feminisuck"
"1840971457565770209","Thu Oct 10 08:38:52 +0000 2024","0","@kimsooix Sama sama ya Sooin gak ada yang bisa menolak kehebatan kalian sih yakin. Pulang pulang jadi bukan kaya kerja jd idol tapi malah kaya kerja di coffee shop","1844296528556667079","","kimsooix","in","XXIV, Rei. ","0","0","0","https://x.com/hwiyonung/status/1844296528556667079","1159118731","hwiyonung"
"1844296523481485383","Thu Oct 10 08:38:51 +0000 2024","0","gua ngerti sekarang ap arti menyibukan diri kerja sampai lupa waktu biar kalo pulang tinggal tidur bangun berangkat lagi biar gada space pikiran yang bisa bikin sedih kepikiran hal apapun yang g seharusnya. semangat terus ya ja","1844296523481485383","","","in","","0","0","0","https://x.com/sipalingmantep/status/1844296523481485383","1251568778049019909","sipalingmantep"
"1844296377783976287","Thu Oct 10 08:38:16 +0000 2024","14","baru pulang kerja mau packing buat ntar malem otw sby degdegan bgt berasa mo ketemu pacar","1844296377783976287","","","in","","0","7","0","https://x.com/neptuneux/status/1844296377783976287","1306961428339814400","neptuneux"
"1844296326361776516","Thu Oct 10 08:38:04 +0000 2024","0","sebenernya akal-akalan siapa sih kantor tuh perokok friendly fak sumpah demi Tuhan gak kuat gue lama-lama. pulang kerja bau rokok se-badan sampe rambut harus tiap hari dikeramasin. mana sampe mata pedih sumpah gak kuat rasanya neraka anjggggggg. ","1844296326361776516","","","in","Hogsmeade","0","0","0","https://x.com/ceeisa/status/1844296326361776516","2821747794","ceeisa"
"1844295944944353700","Thu Oct 10 08:36:33 +0000 2024","0","sellkor tuh kenapa sih aneh banget? tadi dia jual barangnya dibagi per set udah mau di take dan minta proof katanya lagi kerja pulang baru bisa kirim proof. udah diiyain nih kan ya waktu liat dm lagi ternyata di block dong padahal gak ngapa-ngapain https://t.co/VUi3ucCEP9","1844295944944353700","https://pbs.twimg.com/media/GZhBYpJaAAIZUJr.jpg","","in","","0","1","0","https://x.com/onurdream__/status/1844295944944353700","1552242788304953344","onurdream__"
